,Unnamed: 0,path,image_nr,likes,visualizations,date,simp_path,day,year,month,month_n,likes_n,visualizations_n,colors,colors_s
27,27,Behance\1024_1.6k_11.3k_106_14 de abril de 2021.jpg,1024,1.6k,11.3k,14 de abril de 2021,1024_1.6k_11.3k_106_14 de abril de 2021.jpg,14,2021,abril,4,1600,11300,"[[ 45.38367    41.454075   36.98403  ]
 [121.31466   113.02256   102.662575 ]
 [240.80376   202.01123   111.74645  ]
 [ 25.418455   12.565941    4.9946723]
 [ 82.42058    66.78963    48.735935 ]
 [165.17908   143.99355   115.8711   ]
 [151.65926   110.08461    56.215744 ]
 [ 64.64882    37.9895     11.808752 ]
 [100.49312    90.67651    79.866486 ]
 [205.82724   170.85786   111.33335  ]]","[[0.4718379  0.43976006 0.3998993 ]
 [0.09923279 0.04831824 0.01840316]
 [0.8017833  0.66638374 0.43757126]
 [0.25139126 0.14735472 0.04534605]
 [0.9421955  0.79007405 0.43830585]
 [0.31259808 0.2522972  0.18271454]
 [0.6423005  0.5605346  0.45259637]
 [0.17255205 0.15782297 0.1416452 ]
 [0.5909799  0.42823422 0.21841678]
 [0.38745603 0.3477893  0.30364075]]"
28,28,Behance\1025_2.3k_23.9k_131_14 de abril de 2021.jpg,1025,2.3k,23.9k,14 de abril de 2021,1025_2.3k_23.9k_131_14 de abril de 2021.jpg,14,2021,abril,4,2300,23900,"[[254.56673   124.625534    0.5322289]
 [ 67.697014   65.577644  148.24136  ]
 [141.09492    85.94844    76.336494 ]
 [254.53217   138.3342      0.7805973]
 [209.68958   109.481155   26.50333  ]
 [ 93.38046    91.659424  164.84778  ]
 [254.53247   131.55307     0.8864283]
 [220.06558   141.3246     57.91477  ]
 [ 39.64069    56.206562  167.61623  ]
 [ 96.77692    67.669624  103.97325  ]]","[[0.99853575 0.5290558  0.00290585]
 [0.2730496  0.26646447 0.59022146]
 [0.546281   0.3275938  0.28980884]
 [0.99802285 0.50768405 0.00309753]
 [0.8224726  0.4295559  0.10399583]
 [0.15615845 0.2203787  0.6559861 ]
 [0.86130637 0.5535523  0.22803672]
 [0.9980664  0.5497009  0.00320763]
 [0.403359   0.2992659  0.44540006]
 [0.9981686  0.48419747 0.00230021]]"
29,29,Behance\1026_2.7k_12.1k_131_24 de janeiro de 2021.jpg,1026,2.7k,12.1k,24 de janeiro de 2021,1026_2.7k_12.1k_131_24 de janeiro de 2021.jpg,24,2021,janeiro,1,2700,12100,"[[216.41127  210.03813  214.52272 ]
 [ 42.89958   39.70999   46.36186 ]
 [110.54155  110.76032  126.77287 ]
 [223.26271  217.7592   221.04353 ]
 [ 22.444605  17.017403  17.867704]
 [ 60.071964  58.477615  69.57453 ]
 [159.3438   157.72974  169.53297 ]
 [229.24557  224.42694  227.08994 ]
 [ 87.01926   87.10963  101.560905]
 [ 31.50081   26.80098   29.458952]]","[[0.12472183 0.10646373 0.11734545]
 [0.87554    0.85395765 0.8668374 ]
 [0.44108546 0.44239533 0.50557894]
 [0.2667969  0.26329476 0.310365  ]
 [0.08801806 0.06673497 0.07006943]
 [0.62487763 0.618548   0.6648352 ]
 [0.8486717  0.82367903 0.84126556]
 [0.35924053 0.3593757  0.41836527]
 [0.17673391 0.16518411 0.19390327]
 [0.89900225 0.8801057  0.89054877]]"
30,30,Behance\1027_674_10k_60_14 de abril de 2021.jpg,1027,674,10k,14 de abril de 2021,1027_674_10k_60_14 de abril de 2021.jpg,14,2021,abril,4,674,10000,"[[238.38608   202.67395   207.97557  ]
 [ 13.607602   12.168437   17.217257 ]
 [162.79507   118.27557   124.28862  ]
 [200.91267   211.10173   144.25092  ]
 [  6.0594893  70.78459   177.38426  ]
 [ 85.53091    86.89448    33.36964  ]
 [188.46257   213.2332    215.74667  ]
 [154.0251    167.81155    62.485596 ]
 [225.3578    235.06348   239.06384  ]
 [215.71603   164.5146    172.24258  ]]","[[0.6038615  0.6576264  0.2450535 ]
 [0.7388836  0.83542925 0.8456492 ]
 [0.05273747 0.04668808 0.06816179]
 [0.5794002  0.41975978 0.4586866 ]
 [0.9290167  0.7822987  0.8052631 ]
 [0.7882323  0.8278201  0.56571794]
 [0.02218479 0.2770391  0.69609845]
 [0.8882414  0.9186059  0.9340652 ]
 [0.3273363  0.3439622  0.11335129]
 [0.8184174  0.6108434  0.6334999 ]]"
31,31,Behance\1028_1.6k_9.2k_69_6 de abril de 2021.jpg,1028,1.6k,9.2k,6 de abril de 2021,1028_1.6k_9.2k_69_6 de abril de 2021.jpg,6,2021,abril,4,1600,9200,"[[221.24905  205.0473   178.01366 ]
 [114.62542   77.587296  50.348476]
 [230.48338  185.59886  118.60569 ]
 [ 33.39577   23.495195  16.72795 ]
 [169.74065  133.5025   133.42908 ]
 [155.15887  111.28603   67.27209 ]
 [ 89.16309   98.70255  115.83136 ]
 [125.117424 169.06128  193.13234 ]
 [ 70.01855   54.03362   36.236095]
 [190.42299  148.77725   83.481125]]","[[0.91518116 0.7374861  0.47909904]
 [0.28219602 0.21715629 0.14478236]
 [0.6233599  0.4502078  0.26869488]
 [0.8645045  0.803899   0.7012583 ]
 [0.35037124 0.38921177 0.45899796]
 [0.45914108 0.31173235 0.20282862]
 [0.7645124  0.6028695  0.3397748 ]
 [0.66529644 0.5232744  0.52334386]
 [0.13466239 0.09518054 0.06789109]
 [0.49147817 0.6649936  0.7587819 ]]"
32,32,Behance\1029_1.7k_16.6k_59_18 de março de 2021.jpg,1029,1.7k,16.6k,18 de março de 2021,1029_1.7k_16.6k_59_18 de março de 2021.jpg,18,2021,março,3,1700,16600,Not_found,Not_found
33,33,Behance\102_576_5.6k_99_11 de julho de 2021.jpg,102,576,5.6k,11 de julho de 2021,102_576_5.6k_99_11 de julho de 2021.jpg,11,2021,julho,7,576,5600,"[[  0.2531234    0.30073676   0.20422953]
 [103.050606   109.458626    97.50621   ]
 [ 40.68353     44.7724      32.641132  ]
 [ 25.128498   163.05254    150.42326   ]
 [185.80168     64.24251     70.65034   ]
 [ 16.255417   120.95494    109.56935   ]
 [ 61.494102    76.332344    51.414894  ]
 [ 24.808435    22.09524     19.699715  ]
 [135.65642    135.73141    134.93445   ]
 [115.61083     37.330368    41.21193   ]]","[[0.00099265 0.00117935 0.0008009 ]
 [0.06372625 0.47427523 0.42963135]
 [0.46416932 0.14961818 0.16531819]
 [0.24347565 0.30332264 0.20262201]
 [0.40772402 0.43133438 0.3870041 ]
 [0.09727279 0.08678465 0.07723121]
 [0.53314716 0.5334228  0.5304127 ]
 [0.16102111 0.17588148 0.12912229]
 [0.73032    0.25280726 0.2779787 ]
 [0.09854313 0.6394217  0.5898951 ]]"
34,34,Behance\1030_537_6.6k_43_14 de abril de 2021.jpg,1030,537,6.6k,14 de abril de 2021,1030_537_6.6k_43_14 de abril de 2021.jpg,14,2021,abril,4,537,6600,"[[238.17152  227.7147   197.27328 ]
 [146.02863   93.930786  58.766796]
 [ 82.50251   92.363846 100.387794]
 [166.1815   198.47417  209.97835 ]
 [ 30.097054  36.6532    54.263004]
 [173.22935  160.26448  138.19887 ]
 [119.78456  169.08838  193.5604  ]
 [114.81774  123.736206 126.73174 ]
 [228.84607  198.84569  152.77765 ]
 [ 80.78989   58.921097  52.515022]]","[[0.11874694 0.14390373 0.21259946]
 [0.46996915 0.6634689  0.75945896]
 [0.31793627 0.233812   0.20872796]
 [0.93367887 0.8936236  0.7752204 ]
 [0.5741085  0.36955315 0.23126096]
 [0.6513404  0.7782171  0.8234971 ]
 [0.6858499  0.63261646 0.5429391 ]
 [0.45536983 0.489712   0.5001345 ]
 [0.89990604 0.7827791  0.60201716]
 [0.3260845  0.3654458  0.39723945]]"
35,35,Behance\1031_2.5k_17.8k_132_13 de abril de 2021.jpg,1031,2.5k,17.8k,13 de abril de 2021,1031_2.5k_17.8k_132_13 de abril de 2021.jpg,13,2021,abril,4,2500,17800,"[[ 72.75016  103.6458   110.61843 ]
 [203.47064  202.38234  198.39497 ]
 [146.94438  129.24652  103.20208 ]
 [181.60803  178.72148  162.38728 ]
 [224.08008  211.43591  185.3564  ]
 [232.06088  155.96252  109.8725  ]
 [212.62767  199.27788  173.73831 ]
 [ 52.4001    68.262695  81.10985 ]
 [215.24095  213.68736  210.32806 ]
 [149.56131  162.63014  144.18457 ]]","[[0.8787454  0.82916045 0.7268878 ]
 [0.2857427  0.4065548  0.43360674]
 [0.5771663  0.5074188  0.4050166 ]
 [0.711968   0.7006765  0.63663083]
 [0.7979241  0.79365623 0.7780195 ]
 [0.91020596 0.61170083 0.43089473]
 [0.58557504 0.63784957 0.56574076]
 [0.8440822  0.8379896  0.82481587]
 [0.20536137 0.2677756  0.3183654 ]
 [0.8338311  0.7814785  0.68132234]]"
36,36,Behance\1032_1.3k_10.1k_56_13 de abril de 2021.jpg,1032,1.3k,10.1k,13 de abril de 2021,1032_1.3k_10.1k_56_13 de abril de 2021.jpg,13,2021,abril,4,1300,10100,"[[234.26208  195.94846   49.925552]
 [213.7338   215.97162  217.89862 ]
 [184.15172  173.33527  154.66472 ]
 [171.85814  154.74165  124.60127 ]
 [207.84302  205.80698  198.4849  ]
 [231.2565   236.70358  240.30988 ]
 [228.30486  205.31206  127.59679 ]
 [208.53629  164.53543   23.992977]
 [197.20735  191.77512  180.07452 ]
 [220.86804  225.04308  233.17007 ]]","[[0.8657273  0.8820759  0.9137404 ]
 [0.67168283 0.60310876 0.4813661 ]
 [0.8088368  0.7988701  0.76735294]
 [0.91879314 0.7685209  0.19559658]
 [0.8179362  0.6453291  0.09385359]
 [0.8363044  0.84284544 0.84543025]
 [0.7159722  0.6705892  0.59335536]
 [0.90625584 0.927695   0.9421045 ]
 [0.76560277 0.7414657  0.69209766]
 [0.8954657  0.80522627 0.5000633 ]]"
37,37,Behance\1033_1.7k_21.7k_135_14 de abril de 2021.jpg,1033,1.7k,21.7k,14 de abril de 2021,1033_1.7k_21.7k_135_14 de abril de 2021.jpg,14,2021,abril,4,1700,21700,"[[ 11.530394  14.458832  16.510494]
 [157.57202  168.8062   178.13875 ]
 [ 47.484013  55.15826   60.079613]
 [ 26.790447  33.850315  38.404114]
 [234.658     50.883408  51.892082]
 [240.21867  241.5439   242.8629  ]
 [ 66.178345 149.19588  221.48325 ]
 [106.84366  112.49309  117.74626 ]
 [ 61.626694  75.486565  86.383606]
 [105.60881  219.49002   67.76195 ]]","[[0.04287863 0.05349926 0.06122677]
 [0.22625378 0.26688403 0.29602236]
 [0.6126869  0.6547414  0.6898006 ]
 [0.10131788 0.12860349 0.1459426 ]
 [0.942034   0.947231   0.9524036 ]
 [0.92022747 0.19954278 0.20349836]
 [0.35305697 0.4073174  0.46149826]
 [0.26342636 0.5930301  0.8782424 ]
 [0.4141522  0.8607452  0.26573312]
 [0.16987902 0.19893105 0.21725212]]"
38,38,Behance\1034_1.7k_12.4k_84_13 de abril de 2021.jpg,1034,1.7k,12.4k,13 de abril de 2021,1034_1.7k_12.4k_84_13 de abril de 2021.jpg,13,2021,abril,4,1700,12400,"[[244.18582  193.399      8.8146  ]
 [185.58307   95.777855 222.31615 ]
 [241.29851  200.01772   95.336685]
 [225.88774  122.30499  150.4094  ]
 [ 50.566044 113.403366  78.70466 ]
 [119.10126  191.06288  233.445   ]
 [240.55722  214.4745   228.82494 ]
 [ 25.477283  68.363785 196.53433 ]
 [233.64183   46.34971   29.826788]
 [163.62364   75.10679   38.699135]]","[[0.95759374 0.7584354  0.03460652]
 [0.46708375 0.74926996 0.91545415]
 [0.885826   0.47958538 0.5898515 ]
 [0.94343156 0.8410834  0.8975061 ]
 [0.64166135 0.29453644 0.15176131]
 [0.09991097 0.2680933  0.7707228 ]
 [0.94611007 0.78439605 0.37443778]
 [0.9162425  0.18176356 0.1169678 ]
 [0.72777677 0.3755994  0.871828  ]
 [0.19829822 0.44471914 0.3086457 ]]"
39,39,Behance\1035_1.3k_13.4k_74_13 de abril de 2021.jpg,1035,1.3k,13.4k,13 de abril de 2021,1035_1.3k_13.4k_74_13 de abril de 2021.jpg,13,2021,abril,4,1300,13400,"[[139.379    150.20528  170.99101 ]
 [218.10393  215.54985  212.75154 ]
 [197.18794  168.82225  143.35349 ]
 [242.22888  240.7935   238.66106 ]
 [185.14738  184.62672  183.9745  ]
 [219.75189  190.06995  163.33304 ]
 [155.77913  169.8075   194.46875 ]
 [138.55127  124.95686  116.525475]
 [200.69287  199.67232  198.55565 ]
 [229.06268  227.39526  224.95451 ]]","[[0.7875533  0.7834935  0.77906007]
 [0.5471449  0.5903814  0.6730927 ]
 [0.8991076  0.8925736  0.8830129 ]
 [0.8615353  0.74513406 0.6402981 ]
 [0.7260978  0.7240423  0.7214618 ]
 [0.54519916 0.49332884 0.46138874]
 [0.8564932  0.84653604 0.8355392 ]
 [0.95050836 0.94495106 0.93664753]
 [0.77288705 0.6617296  0.56189454]
 [0.6120862  0.6672464  0.7639864 ]]"
40,40,Behance\1036_928_7.6k_79_14 de abril de 2021.jpg,1036,928,7.6k,14 de abril de 2021,1036_928_7.6k_79_14 de abril de 2021.jpg,14,2021,abril,4,928,7600,"[[197.14157  178.24928  151.87611 ]
 [115.692055 156.41333  163.93492 ]
 [ 90.01868   55.219913  35.7475  ]
 [173.71481  143.52141  117.08271 ]
 [170.1828   186.71767  187.45706 ]
 [145.76129  112.51333   88.433556]
 [211.12968  200.60666  180.26811 ]
 [136.107    171.38206  176.38615 ]
 [114.29127  102.259834  94.786   ]
 [182.4739   159.1566   134.86479 ]]","[[0.4536649  0.61334    0.6428408 ]
 [0.7733664  0.69937766 0.5959654 ]
 [0.5738947  0.4436624  0.3490197 ]
 [0.7163262  0.62538564 0.53018034]
 [0.6673991  0.7322294  0.73511845]
 [0.3524578  0.21621686 0.1399712 ]
 [0.45012826 0.40051752 0.36967683]
 [0.8280474  0.78710735 0.7076247 ]
 [0.6828168  0.56463534 0.4607138 ]
 [0.53374857 0.6720846  0.69170606]]"
41,41,Behance\1037_1.1k_10.3k_82_12 de abril de 2021.jpg,1037,1.1k,10.3k,12 de abril de 2021,1037_1.1k_10.3k_82_12 de abril de 2021.jpg,12,2021,abril,4,1100,10300,"[[ 31.884773   18.450518    8.187033 ]
 [197.31569   193.07588   189.33275  ]
 [208.31392   159.0437      5.5160575]
 [ 69.51507    80.58906    58.968216 ]
 [218.75221    81.58893    16.179403 ]
 [244.68297   239.5295    230.92603  ]
 [248.04324   218.85318     6.654317 ]
 [142.8336    123.79688   101.415764 ]
 [130.08965    60.86227     7.684518 ]
 [203.47339   173.6448    134.29321  ]]","[[0.79882306 0.6821548  0.5281719 ]
 [0.50358146 0.2345897  0.0292097 ]
 [0.12411183 0.07283652 0.03302699]
 [0.959541   0.93933135 0.9055923 ]
 [0.773745   0.7571516  0.7425174 ]
 [0.27894998 0.3215131  0.23741217]
 [0.9723755  0.85751647 0.02622324]
 [0.8175421  0.6224458  0.02223966]
 [0.8535447  0.3162578  0.06199366]
 [0.5670196  0.48884174 0.39723605]]"
42,42,Behance\1038_1.4k_11.1k_99_8 de abril de 2021.jpg,1038,1.4k,11.1k,8 de abril de 2021,1038_1.4k_11.1k_99_8 de abril de 2021.jpg,8,2021,abril,4,1400,11100,"[[139.28928   194.34499   240.86926  ]
 [  8.761593  102.11552   197.27544  ]
 [241.17622   229.72043   188.83372  ]
 [ 54.3876    102.07041   133.8296   ]
 [  5.8882246 174.18593   228.13896  ]
 [249.76723   242.1775    242.38586  ]
 [195.31854   201.05333    51.955948 ]
 [192.93526   210.4793    241.49615  ]
 [147.40944   153.70094   157.23523  ]
 [ 81.755226  169.66435   232.58658  ]]","[[0.94584155 0.9008124  0.74012256]
 [0.02311575 0.6827128  0.8943176 ]
 [0.5464263  0.76195335 0.9442389 ]
 [0.20567977 0.40238848 0.53005105]
 [0.7663537  0.7890626  0.20339876]
 [0.32065266 0.6655849  0.9123945 ]
 [0.5748144  0.59922993 0.6126103 ]
 [0.7567171  0.82531905 0.94661343]
 [0.9794671  0.9497064  0.95051646]
 [0.0327189  0.39766857 0.77721214]]"
43,43,Behance\1039_1.9k_13.7k_71_13 de abril de 2021.jpg,1039,1.9k,13.7k,13 de abril de 2021,1039_1.9k_13.7k_71_13 de abril de 2021.jpg,13,2021,abril,4,1900,13700,Not_found,Not_found
44,44,Behance\103_4.7k_20.1k_184_21 de setembro de 2021.jpg,103,4.7k,20.1k,21 de setembro de 2021,103_4.7k_20.1k_184_21 de setembro de 2021.jpg,21,2021,setembro,9,4700,20100,"[[215.91765  213.07402  213.99794 ]
 [116.11834   79.66149  215.76634 ]
 [189.73463  152.16614  174.20775 ]
 [241.94595  174.17377   44.435028]
 [ 29.391361 193.40573  118.02379 ]
 [202.6402   194.65688  198.78627 ]
 [ 72.33114   47.877537  86.53268 ]
 [230.41026   44.371025  83.10892 ]
 [ 49.44883  150.2215   243.75974 ]
 [232.0434   225.8308   227.17075 ]]","[[0.19391698 0.58910394 0.9559205 ]
 [0.899149   0.8849735  0.88818586]
 [0.29047528 0.19704056 0.36029798]
 [0.7469151  0.5949024  0.68530524]
 [0.9475251  0.70364857 0.17154586]
 [0.84273595 0.8186795  0.8278091 ]
 [0.9074643  0.19014996 0.31839547]
 [0.46295738 0.31359977 0.8677383 ]
 [0.11526024 0.75845385 0.46283835]
 [0.7798891  0.7563563  0.7679849 ]]"
45,45,Behance\1040_2.5k_19k_82_13 de abril de 2021.jpg,1040,2.5k,19k,13 de abril de 2021,1040_2.5k_19k_82_13 de abril de 2021.jpg,13,2021,abril,4,2500,19000,"[[185.56575  166.96817  139.54897 ]
 [ 35.310085  36.688656  21.936937]
 [254.15901  253.87949  253.75424 ]
 [123.61104  111.75978   70.739784]
 [  9.332816  10.737927   6.324905]
 [ 66.84541   61.83042   36.90926 ]
 [147.25824  134.19812   92.41593 ]
 [167.14134  151.7819   115.81297 ]
 [207.65388  185.94685  169.89    ]
 [ 96.14546   86.74012   52.983692]]","[[0.5778797  0.52669257 0.3628026 ]
 [0.12553102 0.13307646 0.07960311]
 [0.9966251  0.9954966  0.9949962 ]
 [0.48127738 0.43494424 0.2749559 ]
 [0.24717855 0.23047113 0.13742541]
 [0.8129931  0.7278976  0.6641575 ]
 [0.0336194  0.03851137 0.02263328]
 [0.6559239  0.59561586 0.45482   ]
 [0.72715175 0.654326   0.5465479 ]
 [0.36652714 0.33100912 0.2016877 ]]"
46,46,Behance\1041_823_8.1k_51_10 de abril de 2021.jpg,1041,823,8.1k,10 de abril de 2021,1041_823_8.1k_51_10 de abril de 2021.jpg,10,2021,abril,4,823,8100,"[[250.37766   198.25311   200.73874  ]
 [231.8077     40.152687    1.4960406]
 [254.17722   112.70897     1.6823065]
 [250.05986    88.204216    1.2854102]
 [219.06421    22.715864    1.0295472]
 [242.14421   131.25305   101.5306   ]
 [251.90877   205.29594   207.69069  ]
 [248.25882   189.48888   192.14458  ]
 [242.57892    66.44598     1.8967062]
 [249.79126    45.017044    0.9985104]]","[[0.9877718  0.8045933  0.81416094]
 [0.9716682  0.333526   0.00516433]
 [0.85099447 0.08479202 0.00404334]
 [0.98201495 0.17359224 0.00391614]
 [0.9732617  0.7416606  0.7515353 ]
 [0.94958514 0.5147179  0.3981592 ]
 [0.9966922  0.43516117 0.00628728]
 [0.9038366  0.13284248 0.00468248]
 [0.9444522  0.23598218 0.00791603]
 [0.9814027  0.77559274 0.7854901 ]]"
47,47,Behance\1042_2k_15k_113_31 de março de 2021.jpg,1042,2k,15k,31 de março de 2021,1042_2k_15k_113_31 de março de 2021.jpg,31,2021,março,3,2000,15000,Not_found,Not_found
48,48,Behance\1043_1.1k_10.4k_51_12 de abril de 2021.jpg,1043,1.1k,10.4k,12 de abril de 2021,1043_1.1k_10.4k_51_12 de abril de 2021.jpg,12,2021,abril,4,1100,10400,"[[239.25201  212.03125  182.58533 ]
 [ 57.89762   51.0901    48.008644]
 [161.9426   150.84209  145.1645  ]
 [209.20447  164.63055  122.86398 ]
 [178.2179   127.89979   81.32732 ]
 [245.41437  239.37332  235.90497 ]
 [229.57758  192.47559  154.04959 ]
 [133.36473   78.84071   33.450207]
 [127.2319   108.731125  94.155815]
 [ 29.091862  23.953459  19.599218]]","[[0.49968615 0.42671183 0.36925888]
 [0.93831545 0.831589   0.71613175]
 [0.11420065 0.09398043 0.07683906]
 [0.7004582  0.50332123 0.32074058]
 [0.82266086 0.64800286 0.4839884 ]
 [0.9624014  0.93874115 0.92518216]
 [0.22723997 0.20054731 0.18841788]
 [0.9006151  0.755381   0.6049078 ]
 [0.635675   0.5914683  0.5685838 ]
 [0.52423745 0.3099181  0.13156477]]"
49,49,Behance\1044_596_4.8k_47_12 de abril de 2021.jpg,1044,596,4.8k,12 de abril de 2021,1044_596_4.8k_47_12 de abril de 2021.jpg,12,2021,abril,4,596,4800,"[[179.67053  183.2435   172.29555 ]
 [117.4377   115.738594 101.57823 ]
 [211.22649  209.8646   198.88492 ]
 [155.60196  151.24449  135.64941 ]
 [ 41.918987  50.459385  30.988918]
 [241.71227  238.37628  233.10353 ]
 [222.01138  211.96338  117.21112 ]
 [ 86.95604  147.43301  178.40326 ]
 [153.0914   148.94977   70.60724 ]
 [ 87.861664  94.75302   56.262775]]","[[0.45393226 0.4493715  0.3980085 ]
 [0.82736224 0.8213899  0.77610105]
 [0.16013837 0.19285548 0.11906627]
 [0.8632062  0.8260115  0.44946373]
 [0.70116156 0.7156037  0.6727003 ]
 [0.94674206 0.93365955 0.9129945 ]
 [0.6086388  0.5893885  0.52518183]
 [0.34198454 0.5788401  0.7005049 ]
 [0.5832902  0.5701313  0.26700774]
 [0.3359928  0.3643105  0.21827444]]"
50,50,Behance\1045_3.4k_34.6k_142_12 de abril de 2021.jpg,1045,3.4k,34.6k,12 de abril de 2021,1045_3.4k_34.6k_142_12 de abril de 2021.jpg,12,2021,abril,4,3400,34600,"[[  1.9943686   1.9943686   1.9943686]
 [241.03888   241.03888   241.03888  ]
 [102.79215   102.79215   102.79215  ]
 [190.32024   190.32024   190.32024  ]
 [ 45.49999    45.49999    45.49999  ]
 [254.57227   254.57227   254.57227  ]
 [221.91855   221.91855   221.91855  ]
 [124.300064  124.300064  124.300064 ]
 [ 15.217571   15.217571   15.217571 ]
 [ 86.1564     86.1564     86.1564   ]]","[[0.33786824 0.33786824 0.33786824]
 [0.00782104 0.00782104 0.00782104]
 [0.9452506  0.9452506  0.9452506 ]
 [0.48745123 0.48745123 0.48745123]
 [0.74635386 0.74635386 0.74635386]
 [0.17794508 0.17794508 0.17794508]
 [0.40310648 0.40310648 0.40310648]
 [0.99832267 0.99832267 0.99832267]
 [0.05943318 0.05943318 0.05943318]
 [0.8702689  0.8702689  0.8702689 ]]"
51,51,Behance\1046_1.9k_13.4k_80_8 de abril de 2021.jpg,1046,1.9k,13.4k,8 de abril de 2021,1046_1.9k_13.4k_80_8 de abril de 2021.jpg,8,2021,abril,4,1900,13400,"[[ 20.01946    25.723875   31.792036 ]
 [125.41111   144.8839    154.56213  ]
 [232.3997    240.46027   243.86555  ]
 [ 31.436037   41.79081    50.786865 ]
 [  3.6154356   7.0605245   8.899396 ]
 [ 81.53981   102.44545   113.284584 ]
 [ 47.24397    65.82003    78.54842  ]
 [ 10.214493   15.220322   19.03561  ]
 [165.45447   188.01532   199.83679  ]
 [ 24.61511   103.383     172.82544  ]]","[[0.04951081 0.07022694 0.08938385]
 [0.7143087  0.78899026 0.82322145]
 [0.24127263 0.31389216 0.3528533 ]
 [0.09295996 0.11808813 0.14415751]
 [0.37333754 0.45569447 0.49676037]
 [0.94413537 0.9625676  0.97221625]
 [0.01726943 0.03177636 0.03905988]
 [0.14736018 0.20264131 0.24641426]
 [0.09311662 0.37408137 0.6263929 ]
 [0.5228756  0.61068374 0.65740716]]"
52,52,Behance\1047_628_7.4k_49_12 de abril de 2021.jpg,1047,628,7.4k,12 de abril de 2021,1047_628_7.4k_49_12 de abril de 2021.jpg,12,2021,abril,4,628,7400,"[[ 93.94043   94.22822   99.50736 ]
 [192.87698  196.99327  201.6346  ]
 [141.69487  143.47104  148.88972 ]
 [219.99757  221.69048  225.38141 ]
 [ 73.40744   72.83517   77.71774 ]
 [112.339134 113.76693  119.684456]
 [175.41534  180.3071   186.36314 ]
 [158.75122  163.22778  169.7861  ]
 [128.58635  130.12251  135.69228 ]
 [ 42.223495  41.427826  46.028458]]","[[0.6298503  0.6480769  0.67412317]
 [0.4424058  0.44807118 0.47123167]
 [0.8627507  0.8693944  0.88387096]
 [0.50832    0.514316   0.53610784]
 [0.29023412 0.28812292 0.30728337]
 [0.6929794  0.7120279  0.7353081 ]
 [0.758391   0.7744454  0.79249805]
 [0.37031108 0.3714798  0.39224362]
 [0.5614896  0.5690743  0.59049195]
 [0.17094398 0.16778597 0.1858772 ]]"
